"","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"74","I2742","III",20,FALSE,"logistic",FALSE,FALSE,100,7.14760936420139e-08,-49314.2528863211,0.00433349572644983,1111.13591471382,2.4135868179583e-08,19688.9878836926,3.27588773001863e-05,3.17725904865998e-08,1.11179596797428e-07,-81702.6379549955,-16925.8678176468,0.00427960737329102,0.00438738407960864,2.41697920100311e-08,1.18782395273997e-07,-87904.6691383586,-10723.8366342837,0.00426928832694146,0.00439770312595819,1.94330245572537e-08,-184380.245721242,0.00455682951174345,1111.18738577817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","I2742","III",20,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07705462413653e-08,-7896.97043019616,0.00710065505254643,1727.55148027541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","I2742","III",20,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17540699684587e-07,-27997.9893849579,0.00578671998005648,1312.3110283956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","I2742b","III",20,FALSE,"logistic",FALSE,FALSE,100,6.02597324832117e-08,-31499.1473415725,0.00396149956481241,982.93214235527,8.48884220192745e-09,6646.38093410732,3.46288469111608e-05,4.62955870610411e-08,7.42238779053824e-08,-42432.4439781791,-20565.850704966,0.00390453511164356,0.00401846401798127,4.36216017674339e-08,7.68978631989895e-08,-44526.0539724229,-18472.2407107222,0.00389362702486654,0.00402937210475829,7.63084789799573e-08,-24250.5932528525,0.00429508170623941,983.009571318668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","NEG","III",20,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","I2742","V",300,FALSE,"gompertz",FALSE,FALSE,100,8.90567022369119e-08,-10497.8205180637,0.00245868713535625,620.415305186038,3.17502669087378e-08,6700.903893296,4.60417946727861e-05,3.68275131720383e-08,1.41285891301785e-07,-21520.8074225356,525.16638640818,0.00238294838311952,0.00253442588759298,2.68261790957859e-08,1.51287225378038e-07,-23631.5921489239,2635.95111279642,0.00236844521779759,0.00254892905291491,2.7676944111612e-08,-51539.5406703679,0.00282758822959535,620.292923423978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","I2742","V",300,FALSE,"logistic",FALSE,FALSE,100,1.12278796072596e-05,41863.1709174839,0.200771565201251,42043.3872973376,4.77040310982987e-06,4354.98811445867,0.00598456874363153,3.38056649158947e-06,1.90751927229298e-05,34699.2154691994,49027.1263657684,0.190926949617977,0.210616180784525,1.87788951199306e-06,2.05778697025262e-05,33327.3942131449,50398.9476218229,0.189041810463733,0.212501319938769,3.18069568641591e-05,183807.265222711,0.345210371550292,42291.0878189185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","I2742","V",300,FALSE,"logistic",FALSE,FALSE,100,6.48185841868325e-06,34556.0596315631,0.0790504758125314,17356.2421025677,6.9896986496762e-06,7547.1293908391,0.0047616644138243,-5.0161958600341e-06,1.79799126974006e-05,22141.0317836328,46971.0874794934,0.0712175378517904,0.0868834137732723,-7.2179509346821e-06,2.01816677720486e-05,19763.6860255185,49348.4332376077,0.0697176135614357,0.088383338063627,1.78754726793021e-05,51583.7578627737,0.301936393455734,17448.1673383811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","I2742b","V",300,FALSE,"logistic",FALSE,FALSE,100,8.34154900137742e-06,40982.2515658592,0.11811313601481,25057.9141264377,5.98948745035342e-06,5832.27829796185,0.00521775604317735,-1.51115785445396e-06,1.81942558572088e-05,31388.153765712,50576.3493660064,0.109529927323783,0.126696344705837,-3.39784640131529e-06,2.00809444040701e-05,29550.986101854,52413.5170298644,0.107886334170182,0.128339937859438,2.20399359853473e-05,170168.914661924,0.294091743692534,25189.9646163311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","NEG","V",300,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","x","V",0,FALSE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09575460266547e-09,172260.929701796,0.0010100721935986,207.563032169411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","x","V",0,FALSE,"gompertz",FALSE,FALSE,100,5.21416100479428e-06,218720.672440321,0.00320016420265706,131.520045229864,1.22046789616143e-05,1907.2250089495,8.05970353882673e-05,-1.48625358870612e-05,2.52908578966498e-05,215583.287300599,221858.057580042,0.00306758207944336,0.00333274632587076,-1.87070097599697e-05,2.91353317695583e-05,214982.51142278,222458.833457862,0.00304219401329606,0.00335813439201806,6.97250616230826e-07,216646.551220691,0.00349803379276188,191.551676833045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
