"","Time","Well","OD590","Strain","Arsenic","Concentration"
"14280","258248","E08"," 0.007","I2748","V",150
"14281","0","E09","-0.004","I2748","V",150
"14282","1017","E09","-0.004","I2748","V",150
"14283","2034","E09","-0.004","I2748","V",150
"14284","3050","E09","-0.004","I2748","V",150
"14285","4067","E09","-0.003","I2748","V",150
"14286","5083","E09","-0.003","I2748","V",150
"14287","6099","E09","-0.004","I2748","V",150
"14288","7116","E09","-0.003","I2748","V",150
"14289","8133","E09","-0.003","I2748","V",150
"14290","9150","E09","-0.003","I2748","V",150
"14291","10166","E09","-0.003","I2748","V",150
"14292","11183","E09","-0.003","I2748","V",150
"14293","12200","E09","-0.004","I2748","V",150
"14294","13216","E09","-0.003","I2748","V",150
"14295","14232","E09","-0.004","I2748","V",150
"14296","15249","E09","-0.004","I2748","V",150
"14297","16265","E09","-0.004","I2748","V",150
"14298","17282","E09","-0.004","I2748","V",150
"14299","18299","E09","-0.004","I2748","V",150
"14300","19315","E09","-0.004","I2748","V",150
"14301","20332","E09","-0.004","I2748","V",150
"14302","21348","E09","-0.003","I2748","V",150
"14303","22365","E09","-0.003","I2748","V",150
"14304","23382","E09","-0.003","I2748","V",150
"14305","24399","E09","-0.004","I2748","V",150
"14306","25415","E09","-0.004","I2748","V",150
"14307","26432","E09","-0.003","I2748","V",150
"14308","27449","E09","-0.003","I2748","V",150
"14309","28465","E09","-0.003","I2748","V",150
"14310","29482","E09","-0.003","I2748","V",150
"14311","30498","E09","-0.003","I2748","V",150
"14312","31515","E09","-0.003","I2748","V",150
"14313","32532","E09","-0.003","I2748","V",150
"14314","33548","E09","-0.003","I2748","V",150
"14315","34564","E09","-0.003","I2748","V",150
"14316","35581","E09","-0.003","I2748","V",150
"14317","36597","E09","-0.003","I2748","V",150
"14318","37614","E09","-0.003","I2748","V",150
"14319","38631","E09","-0.003","I2748","V",150
"14320","39647","E09","-0.003","I2748","V",150
"14321","40664","E09","-0.003","I2748","V",150
"14322","41681","E09","-0.003","I2748","V",150
"14323","42698","E09","-0.003","I2748","V",150
"14324","43714","E09","-0.003","I2748","V",150
"14325","44731","E09","-0.003","I2748","V",150
"14326","45747","E09","-0.003","I2748","V",150
"14327","46764","E09","-0.003","I2748","V",150
"14328","47780","E09","-0.003","I2748","V",150
"14329","48798","E09","-0.003","I2748","V",150
"14330","49814","E09","-0.003","I2748","V",150
"14331","50831","E09","-0.003","I2748","V",150
"14332","51848","E09","-0.003","I2748","V",150
"14333","52864","E09","-0.003","I2748","V",150
"14334","53881","E09","-0.003","I2748","V",150
"14335","54898","E09","-0.003","I2748","V",150
"14336","55915","E09","-0.003","I2748","V",150
"14337","56931","E09","-0.003","I2748","V",150
"14338","57948","E09","-0.003","I2748","V",150
"14339","58964","E09","-0.003","I2748","V",150
"14340","59981","E09","-0.003","I2748","V",150
"14341","60998","E09","-0.003","I2748","V",150
"14342","62014","E09","-0.003","I2748","V",150
"14343","63031","E09","-0.003","I2748","V",150
"14344","64047","E09","-0.003","I2748","V",150
"14345","65064","E09","-0.003","I2748","V",150
"14346","66080","E09","-0.003","I2748","V",150
"14347","67097","E09","-0.003","I2748","V",150
"14348","68114","E09","-0.003","I2748","V",150
"14349","69131","E09","-0.003","I2748","V",150
"14350","70148","E09","-0.003","I2748","V",150
"14351","71165","E09","-0.003","I2748","V",150
"14352","72182","E09","-0.003","I2748","V",150
"14353","73199","E09","-0.003","I2748","V",150
"14354","74215","E09","-0.003","I2748","V",150
"14355","75232","E09","-0.003","I2748","V",150
"14356","76248","E09","-0.003","I2748","V",150
"14357","77265","E09","-0.003","I2748","V",150
"14358","78282","E09","-0.003","I2748","V",150
"14359","79299","E09","-0.003","I2748","V",150
"14360","80316","E09","-0.003","I2748","V",150
"14361","81332","E09","-0.003","I2748","V",150
"14362","82349","E09","-0.003","I2748","V",150
"14363","83366","E09","-0.003","I2748","V",150
"14364","84382","E09","-0.003","I2748","V",150
"14365","85399","E09","-0.003","I2748","V",150
"14366","86416","E09","-0.003","I2748","V",150
"14367","87433","E09","-0.003","I2748","V",150
"14368","88450","E09","-0.003","I2748","V",150
"14369","89466","E09","-0.003","I2748","V",150
"14370","90483","E09","-0.003","I2748","V",150
"14371","91500","E09","-0.003","I2748","V",150
"14372","92516","E09","-0.003","I2748","V",150
"14373","93533","E09","-0.003","I2748","V",150
"14374","94550","E09","-0.003","I2748","V",150
"14375","95566","E09","-0.003","I2748","V",150
"14376","96583","E09","-0.003","I2748","V",150
"14377","97600","E09","-0.003","I2748","V",150
"14378","98616","E09","-0.003","I2748","V",150
"14379","99633","E09","-0.003","I2748","V",150
"14380","100650","E09","-0.003","I2748","V",150
"14381","101666","E09","-0.004","I2748","V",150
"14382","102683","E09","-0.003","I2748","V",150
"14383","103699","E09","-0.003","I2748","V",150
"14384","104716","E09","-0.003","I2748","V",150
"14385","105733","E09","-0.003","I2748","V",150
"14386","106749","E09","-0.003","I2748","V",150
"14387","107766","E09","-0.003","I2748","V",150
"14388","108783","E09","-0.003","I2748","V",150
"14389","109799","E09","-0.003","I2748","V",150
"14390","110816","E09","-0.003","I2748","V",150
"14391","111832","E09","-0.003","I2748","V",150
"14392","112849","E09","-0.003","I2748","V",150
"14393","113866","E09","-0.003","I2748","V",150
"14394","114882","E09","-0.003","I2748","V",150
"14395","115899","E09","-0.003","I2748","V",150
"14396","116916","E09","-0.003","I2748","V",150
"14397","117933","E09","-0.003","I2748","V",150
"14398","118949","E09","-0.003","I2748","V",150
"14399","119966","E09","-0.003","I2748","V",150
"14400","120982","E09","-0.003","I2748","V",150
"14401","121999","E09","-0.003","I2748","V",150
"14402","123015","E09","-0.003","I2748","V",150
"14403","124032","E09","-0.003","I2748","V",150
"14404","125049","E09","-0.003","I2748","V",150
"14405","126066","E09","-0.003","I2748","V",150
"14406","127082","E09","-0.003","I2748","V",150
"14407","128099","E09","-0.003","I2748","V",150
"14408","129116","E09","-0.003","I2748","V",150
"14409","130133","E09","-0.003","I2748","V",150
"14410","131150","E09","-0.003","I2748","V",150
"14411","132167","E09","-0.003","I2748","V",150
"14412","133184","E09","-0.003","I2748","V",150
"14413","134201","E09","-0.003","I2748","V",150
"14414","135217","E09","-0.003","I2748","V",150
"14415","136234","E09","-0.003","I2748","V",150
"14416","137250","E09","-0.003","I2748","V",150
"14417","138267","E09","-0.003","I2748","V",150
"14418","139284","E09","-0.003","I2748","V",150
"14419","140300","E09","-0.003","I2748","V",150
"14420","141317","E09","-0.003","I2748","V",150
"14421","142333","E09","-0.003","I2748","V",150
"14422","143350","E09","-0.003","I2748","V",150
"14423","144368","E09","-0.003","I2748","V",150
"14424","145385","E09","-0.003","I2748","V",150
"14425","146402","E09","-0.003","I2748","V",150
"14426","147418","E09","-0.003","I2748","V",150
"14427","148435","E09","-0.003","I2748","V",150
"14428","149451","E09","-0.003","I2748","V",150
"14429","150468","E09","-0.003","I2748","V",150
"14430","151484","E09","-0.003","I2748","V",150
"14431","152501","E09","-0.004","I2748","V",150
"14432","153518","E09","-0.003","I2748","V",150
"14433","154534","E09","-0.003","I2748","V",150
"14434","155551","E09","-0.003","I2748","V",150
"14435","156568","E09","-0.003","I2748","V",150
"14436","157585","E09","-0.003","I2748","V",150
"14437","158601","E09","-0.003","I2748","V",150
"14438","159617","E09","-0.003","I2748","V",150
"14439","160635","E09","-0.004","I2748","V",150
"14440","161652","E09","-0.003","I2748","V",150
"14441","162668","E09","-0.003","I2748","V",150
"14442","163685","E09","-0.003","I2748","V",150
"14443","164701","E09","-0.003","I2748","V",150
"14444","165719","E09","-0.003","I2748","V",150
"14445","166735","E09","-0.003","I2748","V",150
"14446","167753","E09","-0.003","I2748","V",150
"14447","168770","E09","-0.003","I2748","V",150
"14448","169786","E09","-0.003","I2748","V",150
"14449","170802","E09","-0.003","I2748","V",150
"14450","171820","E09","-0.003","I2748","V",150
"14451","172837","E09","-0.003","I2748","V",150
"14452","173853","E09","-0.003","I2748","V",150
"14453","174870","E09","-0.003","I2748","V",150
"14454","175887","E09","-0.003","I2748","V",150
"14455","176904","E09","-0.003","I2748","V",150
"14456","177921","E09","-0.003","I2748","V",150
"14457","178938","E09","-0.003","I2748","V",150
"14458","179955","E09","-0.003","I2748","V",150
"14459","180972","E09","-0.003","I2748","V",150
"14460","181989","E09","-0.003","I2748","V",150
"14461","183006","E09","-0.003","I2748","V",150
"14462","184023","E09","-0.003","I2748","V",150
"14463","185039","E09","-0.003","I2748","V",150
"14464","186056","E09","-0.003","I2748","V",150
"14465","187073","E09","-0.003","I2748","V",150
"14466","188090","E09","-0.003","I2748","V",150
"14467","189107","E09","-0.003","I2748","V",150
"14468","190124","E09","-0.003","I2748","V",150
"14469","191141","E09","-0.003","I2748","V",150
"14470","192158","E09","-0.003","I2748","V",150
"14471","193174","E09","-0.003","I2748","V",150
"14472","194191","E09","-0.003","I2748","V",150
"14473","195207","E09","-0.003","I2748","V",150
"14474","196224","E09","-0.003","I2748","V",150
"14475","197240","E09","-0.003","I2748","V",150
"14476","198257","E09","-0.003","I2748","V",150
"14477","199274","E09","-0.003","I2748","V",150
"14478","200291","E09","-0.003","I2748","V",150
"14479","201308","E09","-0.003","I2748","V",150
"14480","202324","E09","-0.003","I2748","V",150
"14481","203341","E09","-0.003","I2748","V",150
"14482","204358","E09","-0.003","I2748","V",150
"14483","205374","E09","-0.003","I2748","V",150
"14484","206391","E09","-0.003","I2748","V",150
"14485","207408","E09","-0.003","I2748","V",150
"14486","208425","E09","-0.003","I2748","V",150
"14487","209442","E09","-0.003","I2748","V",150
"14488","210459","E09","-0.003","I2748","V",150
"14489","211476","E09","-0.003","I2748","V",150
"14490","212493","E09","-0.003","I2748","V",150
"14491","213510","E09","-0.003","I2748","V",150
"14492","214527","E09","-0.003","I2748","V",150
"14493","215544","E09","-0.003","I2748","V",150
"14494","216561","E09","-0.003","I2748","V",150
"14495","217577","E09","-0.003","I2748","V",150
"14496","218594","E09","-0.003","I2748","V",150
"14497","219611","E09","-0.003","I2748","V",150
"14498","220628","E09","-0.002","I2748","V",150
"14499","221644","E09","-0.002","I2748","V",150
"14500","222661","E09","-0.002","I2748","V",150
"14501","223678","E09","-0.002","I2748","V",150
"14502","224695","E09","-0.002","I2748","V",150
"14503","225712","E09","-0.002","I2748","V",150
"14504","226728","E09","-0.002","I2748","V",150
"14505","227745","E09","-0.002","I2748","V",150
"14506","228761","E09","-0.002","I2748","V",150
"14507","229779","E09","-0.002","I2748","V",150
"14508","230795","E09","-0.001","I2748","V",150
"14509","231812","E09","-0.001","I2748","V",150
"14510","232830","E09","-0.001","I2748","V",150
"14511","233847","E09","-0.001","I2748","V",150
"14512","234863","E09","-0.001","I2748","V",150
"14513","235880","E09"," 0.000","I2748","V",150
"14514","236897","E09"," 0.000","I2748","V",150
"14515","237914","E09"," 0.000","I2748","V",150
"14516","238931","E09"," 0.000","I2748","V",150
"14517","239948","E09"," 0.001","I2748","V",150
"14518","240965","E09"," 0.001","I2748","V",150
"14519","241981","E09"," 0.001","I2748","V",150
"14520","242998","E09"," 0.002","I2748","V",150
"14521","244014","E09"," 0.002","I2748","V",150
"14522","245031","E09"," 0.003","I2748","V",150
"14523","246048","E09"," 0.003","I2748","V",150
"14524","247065","E09"," 0.004","I2748","V",150
"14525","248081","E09"," 0.004","I2748","V",150
"14526","249098","E09"," 0.005","I2748","V",150
"14527","250115","E09"," 0.006","I2748","V",150
"14528","251131","E09"," 0.006","I2748","V",150
"14529","252148","E09"," 0.007","I2748","V",150
"14530","253165","E09"," 0.008","I2748","V",150
"14531","254182","E09"," 0.009","I2748","V",150
"14532","255198","E09"," 0.010","I2748","V",150
"14533","256215","E09"," 0.010","I2748","V",150
"14534","257231","E09"," 0.011","I2748","V",150
"14535","258248","E09"," 0.012","I2748","V",150
"14536","0","E10","-0.004","I2748","V",150
"14537","1017","E10","-0.004","I2748","V",150
"14538","2034","E10","-0.004","I2748","V",150
"14539","3050","E10","-0.003","I2748","V",150
"14540","4067","E10","-0.003","I2748","V",150
"14541","5083","E10","-0.003","I2748","V",150
"14542","6099","E10","-0.003","I2748","V",150
"14543","7116","E10","-0.003","I2748","V",150
"14544","8133","E10","-0.003","I2748","V",150
"14545","9150","E10","-0.003","I2748","V",150
"14546","10166","E10","-0.003","I2748","V",150
"14547","11183","E10","-0.003","I2748","V",150
"14548","12200","E10","-0.003","I2748","V",150
"14549","13216","E10","-0.003","I2748","V",150
"14550","14232","E10","-0.003","I2748","V",150
"14551","15249","E10","-0.003","I2748","V",150
"14552","16265","E10","-0.003","I2748","V",150
"14553","17282","E10","-0.004","I2748","V",150
"14554","18299","E10","-0.003","I2748","V",150
"14555","19315","E10","-0.004","I2748","V",150
"14556","20332","E10","-0.004","I2748","V",150
"14557","21348","E10","-0.002","I2748","V",150
"14558","22365","E10","-0.003","I2748","V",150
"14559","23382","E10","-0.003","I2748","V",150
"14560","24399","E10","-0.004","I2748","V",150
"14561","25415","E10","-0.004","I2748","V",150
"14562","26432","E10","-0.003","I2748","V",150
"14563","27449","E10","-0.003","I2748","V",150
"14564","28465","E10","-0.003","I2748","V",150
"14565","29482","E10","-0.003","I2748","V",150
"14566","30498","E10","-0.003","I2748","V",150
"14567","31515","E10","-0.003","I2748","V",150
"14568","32532","E10","-0.003","I2748","V",150
"14569","33548","E10","-0.003","I2748","V",150
"14570","34564","E10","-0.003","I2748","V",150
"14571","35581","E10","-0.003","I2748","V",150
"14572","36597","E10","-0.003","I2748","V",150
"14573","37614","E10","-0.003","I2748","V",150
"14574","38631","E10","-0.003","I2748","V",150
"14575","39647","E10","-0.003","I2748","V",150
"14576","40664","E10","-0.003","I2748","V",150
"14577","41681","E10","-0.003","I2748","V",150
"14578","42698","E10","-0.003","I2748","V",150
"14579","43714","E10","-0.003","I2748","V",150
"14580","44731","E10","-0.003","I2748","V",150
"14581","45747","E10","-0.003","I2748","V",150
"14582","46764","E10","-0.003","I2748","V",150
"14583","47780","E10","-0.003","I2748","V",150
"14584","48798","E10","-0.003","I2748","V",150
"14585","49814","E10","-0.003","I2748","V",150
"14586","50831","E10","-0.003","I2748","V",150
"14587","51848","E10","-0.003","I2748","V",150
"14588","52864","E10","-0.003","I2748","V",150
"14589","53881","E10","-0.003","I2748","V",150
"14590","54898","E10","-0.003","I2748","V",150
"14591","55915","E10","-0.003","I2748","V",150
"14592","56931","E10","-0.003","I2748","V",150
"14593","57948","E10","-0.003","I2748","V",150
"14594","58964","E10","-0.003","I2748","V",150
"14595","59981","E10","-0.003","I2748","V",150
"14596","60998","E10","-0.003","I2748","V",150
"14597","62014","E10","-0.003","I2748","V",150
"14598","63031","E10","-0.003","I2748","V",150
"14599","64047","E10","-0.003","I2748","V",150
"14600","65064","E10","-0.003","I2748","V",150
"14601","66080","E10","-0.003","I2748","V",150
"14602","67097","E10","-0.003","I2748","V",150
"14603","68114","E10","-0.003","I2748","V",150
"14604","69131","E10","-0.003","I2748","V",150
"14605","70148","E10","-0.003","I2748","V",150
"14606","71165","E10","-0.003","I2748","V",150
"14607","72182","E10","-0.003","I2748","V",150
"14608","73199","E10","-0.003","I2748","V",150
"14609","74215","E10","-0.003","I2748","V",150
"14610","75232","E10","-0.003","I2748","V",150
"14611","76248","E10","-0.003","I2748","V",150
"14612","77265","E10","-0.003","I2748","V",150
