"","Time","Well","OD590","Strain","Arsenic","Concentration"
"4174","94550","B05","0.768","A2731","V",10
"4175","95566","B05","0.769","A2731","V",10
"4176","96583","B05","0.768","A2731","V",10
"4177","97600","B05","0.768","A2731","V",10
"4178","98616","B05","0.769","A2731","V",10
"4179","99633","B05","0.776","A2731","V",10
"4180","100650","B05","0.777","A2731","V",10
"4181","101666","B05","0.781","A2731","V",10
"4182","102683","B05","0.784","A2731","V",10
"4183","103699","B05","0.785","A2731","V",10
"4184","104716","B05","0.786","A2731","V",10
"4185","105733","B05","0.790","A2731","V",10
"4186","106749","B05","0.791","A2731","V",10
"4187","107766","B05","0.791","A2731","V",10
"4188","108783","B05","0.794","A2731","V",10
"4189","109799","B05","0.791","A2731","V",10
"4190","110816","B05","0.792","A2731","V",10
"4191","111832","B05","0.790","A2731","V",10
"4192","112849","B05","0.794","A2731","V",10
"4193","113866","B05","0.795","A2731","V",10
"4194","114882","B05","0.795","A2731","V",10
"4195","115899","B05","0.796","A2731","V",10
"4196","116916","B05","0.795","A2731","V",10
"4197","117933","B05","0.790","A2731","V",10
"4198","118949","B05","0.791","A2731","V",10
"4199","119966","B05","0.789","A2731","V",10
"4200","120982","B05","0.789","A2731","V",10
"4201","121999","B05","0.786","A2731","V",10
"4202","123015","B05","0.784","A2731","V",10
"4203","124032","B05","0.789","A2731","V",10
"4204","125049","B05","0.790","A2731","V",10
"4205","126066","B05","0.789","A2731","V",10
"4206","127082","B05","0.790","A2731","V",10
"4207","128099","B05","0.791","A2731","V",10
"4208","129116","B05","0.789","A2731","V",10
"4209","130133","B05","0.790","A2731","V",10
"4210","131150","B05","0.791","A2731","V",10
"4211","132167","B05","0.785","A2731","V",10
"4212","133184","B05","0.780","A2731","V",10
"4213","134201","B05","0.778","A2731","V",10
"4214","135217","B05","0.780","A2731","V",10
"4215","136234","B05","0.784","A2731","V",10
"4216","137250","B05","0.783","A2731","V",10
"4217","138267","B05","0.782","A2731","V",10
"4218","139284","B05","0.782","A2731","V",10
"4219","140300","B05","0.777","A2731","V",10
"4220","141317","B05","0.777","A2731","V",10
"4221","142333","B05","0.771","A2731","V",10
"4222","143350","B05","0.771","A2731","V",10
"4223","144368","B05","0.767","A2731","V",10
"4224","145385","B05","0.766","A2731","V",10
"4225","146402","B05","0.769","A2731","V",10
"4226","147418","B05","0.768","A2731","V",10
"4227","148435","B05","0.767","A2731","V",10
"4228","149451","B05","0.768","A2731","V",10
"4229","150468","B05","0.766","A2731","V",10
"4230","151484","B05","0.758","A2731","V",10
"4231","152501","B05","0.760","A2731","V",10
"4232","153518","B05","0.763","A2731","V",10
"4233","154534","B05","0.758","A2731","V",10
"4234","155551","B05","0.753","A2731","V",10
"4235","156568","B05","0.750","A2731","V",10
"4236","157585","B05","0.748","A2731","V",10
"4237","158601","B05","0.744","A2731","V",10
"4238","159617","B05","0.740","A2731","V",10
"4239","160635","B05","0.742","A2731","V",10
"4240","161652","B05","0.733","A2731","V",10
"4241","162668","B05","0.738","A2731","V",10
"4242","163685","B05","0.730","A2731","V",10
"4243","164701","B05","0.735","A2731","V",10
"4244","165719","B05","0.732","A2731","V",10
"4245","166735","B05","0.736","A2731","V",10
"4246","167753","B05","0.730","A2731","V",10
"4247","168770","B05","0.726","A2731","V",10
"4248","169786","B05","0.730","A2731","V",10
"4249","170802","B05","0.727","A2731","V",10
"4250","171820","B05","0.724","A2731","V",10
"4251","172837","B05","0.729","A2731","V",10
"4252","173853","B05","0.731","A2731","V",10
"4253","174870","B05","0.728","A2731","V",10
"4254","175887","B05","0.727","A2731","V",10
"4255","176904","B05","0.717","A2731","V",10
"4256","177921","B05","0.720","A2731","V",10
"4257","178938","B05","0.711","A2731","V",10
"4258","179955","B05","0.708","A2731","V",10
"4259","180972","B05","0.703","A2731","V",10
"4260","181989","B05","0.710","A2731","V",10
"4261","183006","B05","0.710","A2731","V",10
"4262","184023","B05","0.705","A2731","V",10
"4263","185039","B05","0.707","A2731","V",10
"4264","186056","B05","0.710","A2731","V",10
"4265","187073","B05","0.704","A2731","V",10
"4266","188090","B05","0.704","A2731","V",10
"4267","189107","B05","0.695","A2731","V",10
"4268","190124","B05","0.700","A2731","V",10
"4269","191141","B05","0.707","A2731","V",10
"4270","192158","B05","0.704","A2731","V",10
"4271","193174","B05","0.694","A2731","V",10
"4272","194191","B05","0.698","A2731","V",10
"4273","195207","B05","0.687","A2731","V",10
"4274","196224","B05","0.690","A2731","V",10
"4275","197240","B05","0.693","A2731","V",10
"4276","198257","B05","0.691","A2731","V",10
"4277","199274","B05","0.691","A2731","V",10
"4278","200291","B05","0.689","A2731","V",10
"4279","201308","B05","0.675","A2731","V",10
"4280","202324","B05","0.683","A2731","V",10
"4281","203341","B05","0.684","A2731","V",10
"4282","204358","B05","0.678","A2731","V",10
"4283","205374","B05","0.682","A2731","V",10
"4284","206391","B05","0.683","A2731","V",10
"4285","207408","B05","0.680","A2731","V",10
"4286","208425","B05","0.679","A2731","V",10
"4287","209442","B05","0.676","A2731","V",10
"4288","210459","B05","0.674","A2731","V",10
"4289","211476","B05","0.672","A2731","V",10
"4290","212493","B05","0.677","A2731","V",10
"4291","213510","B05","0.668","A2731","V",10
"4292","214527","B05","0.667","A2731","V",10
"4293","215544","B05","0.672","A2731","V",10
"4294","216561","B05","0.666","A2731","V",10
"4295","217577","B05","0.665","A2731","V",10
"4296","218594","B05","0.668","A2731","V",10
"4297","219611","B05","0.672","A2731","V",10
"4298","220628","B05","0.665","A2731","V",10
"4299","221644","B05","0.665","A2731","V",10
"4300","222661","B05","0.667","A2731","V",10
"4301","223678","B05","0.675","A2731","V",10
"4302","224695","B05","0.669","A2731","V",10
"4303","225712","B05","0.666","A2731","V",10
"4304","226728","B05","0.666","A2731","V",10
"4305","227745","B05","0.664","A2731","V",10
"4306","228761","B05","0.672","A2731","V",10
"4307","229779","B05","0.675","A2731","V",10
"4308","230795","B05","0.672","A2731","V",10
"4309","231812","B05","0.667","A2731","V",10
"4310","232830","B05","0.668","A2731","V",10
"4311","233847","B05","0.657","A2731","V",10
"4312","234863","B05","0.660","A2731","V",10
"4313","235880","B05","0.663","A2731","V",10
"4314","236897","B05","0.664","A2731","V",10
"4315","237914","B05","0.663","A2731","V",10
"4316","238931","B05","0.662","A2731","V",10
"4317","239948","B05","0.655","A2731","V",10
"4318","240965","B05","0.651","A2731","V",10
"4319","241981","B05","0.651","A2731","V",10
"4320","242998","B05","0.654","A2731","V",10
"4321","244014","B05","0.649","A2731","V",10
"4322","245031","B05","0.656","A2731","V",10
"4323","246048","B05","0.646","A2731","V",10
"4324","247065","B05","0.651","A2731","V",10
"4325","248081","B05","0.649","A2731","V",10
"4326","249098","B05","0.645","A2731","V",10
"4327","250115","B05","0.642","A2731","V",10
"4328","251131","B05","0.638","A2731","V",10
"4329","252148","B05","0.647","A2731","V",10
"4330","253165","B05","0.644","A2731","V",10
"4331","254182","B05","0.633","A2731","V",10
"4332","255198","B05","0.641","A2731","V",10
"4333","256215","B05","0.644","A2731","V",10
"4334","257231","B05","0.643","A2731","V",10
"4335","258248","B05","0.653","A2731","V",10
"4336","0","B06","0.008","A2731","V",10
"4337","1017","B06","0.008","A2731","V",10
"4338","2034","B06","0.009","A2731","V",10
"4339","3050","B06","0.009","A2731","V",10
"4340","4067","B06","0.010","A2731","V",10
"4341","5083","B06","0.010","A2731","V",10
"4342","6099","B06","0.011","A2731","V",10
"4343","7116","B06","0.014","A2731","V",10
"4344","8133","B06","0.014","A2731","V",10
"4345","9150","B06","0.017","A2731","V",10
"4346","10166","B06","0.020","A2731","V",10
"4347","11183","B06","0.023","A2731","V",10
"4348","12200","B06","0.027","A2731","V",10
"4349","13216","B06","0.032","A2731","V",10
"4350","14232","B06","0.040","A2731","V",10
"4351","15249","B06","0.046","A2731","V",10
"4352","16265","B06","0.055","A2731","V",10
"4353","17282","B06","0.068","A2731","V",10
"4354","18299","B06","0.080","A2731","V",10
"4355","19315","B06","0.098","A2731","V",10
"4356","20332","B06","0.119","A2731","V",10
"4357","21348","B06","0.144","A2731","V",10
"4358","22365","B06","0.173","A2731","V",10
"4359","23382","B06","0.206","A2731","V",10
"4360","24399","B06","0.238","A2731","V",10
"4361","25415","B06","0.278","A2731","V",10
"4362","26432","B06","0.319","A2731","V",10
"4363","27449","B06","0.364","A2731","V",10
"4364","28465","B06","0.407","A2731","V",10
"4365","29482","B06","0.445","A2731","V",10
"4366","30498","B06","0.466","A2731","V",10
"4367","31515","B06","0.495","A2731","V",10
"4368","32532","B06","0.514","A2731","V",10
"4369","33548","B06","0.530","A2731","V",10
"4370","34564","B06","0.554","A2731","V",10
"4371","35581","B06","0.569","A2731","V",10
"4372","36597","B06","0.585","A2731","V",10
"4373","37614","B06","0.596","A2731","V",10
"4374","38631","B06","0.600","A2731","V",10
"4375","39647","B06","0.615","A2731","V",10
"4376","40664","B06","0.619","A2731","V",10
"4377","41681","B06","0.627","A2731","V",10
"4378","42698","B06","0.636","A2731","V",10
"4379","43714","B06","0.623","A2731","V",10
"4380","44731","B06","0.615","A2731","V",10
"4381","45747","B06","0.627","A2731","V",10
"4382","46764","B06","0.640","A2731","V",10
"4383","47780","B06","0.648","A2731","V",10
"4384","48798","B06","0.646","A2731","V",10
"4385","49814","B06","0.651","A2731","V",10
"4386","50831","B06","0.653","A2731","V",10
"4387","51848","B06","0.658","A2731","V",10
"4388","52864","B06","0.661","A2731","V",10
"4389","53881","B06","0.664","A2731","V",10
"4390","54898","B06","0.665","A2731","V",10
"4391","55915","B06","0.666","A2731","V",10
"4392","56931","B06","0.682","A2731","V",10
"4393","57948","B06","0.693","A2731","V",10
"4394","58964","B06","0.688","A2731","V",10
"4395","59981","B06","0.698","A2731","V",10
"4396","60998","B06","0.701","A2731","V",10
"4397","62014","B06","0.685","A2731","V",10
"4398","63031","B06","0.685","A2731","V",10
"4399","64047","B06","0.693","A2731","V",10
"4400","65064","B06","0.688","A2731","V",10
"4401","66080","B06","0.692","A2731","V",10
"4402","67097","B06","0.703","A2731","V",10
"4403","68114","B06","0.695","A2731","V",10
"4404","69131","B06","0.696","A2731","V",10
"4405","70148","B06","0.693","A2731","V",10
"4406","71165","B06","0.696","A2731","V",10
"4407","72182","B06","0.700","A2731","V",10
"4408","73199","B06","0.707","A2731","V",10
"4409","74215","B06","0.718","A2731","V",10
"4410","75232","B06","0.704","A2731","V",10
"4411","76248","B06","0.704","A2731","V",10
"4412","77265","B06","0.717","A2731","V",10
"4413","78282","B06","0.701","A2731","V",10
"4414","79299","B06","0.695","A2731","V",10
"4415","80316","B06","0.699","A2731","V",10
"4416","81332","B06","0.697","A2731","V",10
"4417","82349","B06","0.710","A2731","V",10
"4418","83366","B06","0.721","A2731","V",10
"4419","84382","B06","0.720","A2731","V",10
"4420","85399","B06","0.728","A2731","V",10
"4421","86416","B06","0.716","A2731","V",10
"4422","87433","B06","0.714","A2731","V",10
"4423","88450","B06","0.716","A2731","V",10
"4424","89466","B06","0.727","A2731","V",10
"4425","90483","B06","0.726","A2731","V",10
"4426","91500","B06","0.725","A2731","V",10
"4427","92516","B06","0.732","A2731","V",10
"4428","93533","B06","0.737","A2731","V",10
"4429","94550","B06","0.728","A2731","V",10
"4430","95566","B06","0.726","A2731","V",10
"4431","96583","B06","0.719","A2731","V",10
"4432","97600","B06","0.718","A2731","V",10
"4433","98616","B06","0.718","A2731","V",10
"4434","99633","B06","0.724","A2731","V",10
"4435","100650","B06","0.726","A2731","V",10
"4436","101666","B06","0.730","A2731","V",10
"4437","102683","B06","0.738","A2731","V",10
"4438","103699","B06","0.738","A2731","V",10
"4439","104716","B06","0.739","A2731","V",10
"4440","105733","B06","0.742","A2731","V",10
"4441","106749","B06","0.744","A2731","V",10
"4442","107766","B06","0.735","A2731","V",10
"4443","108783","B06","0.740","A2731","V",10
"4444","109799","B06","0.735","A2731","V",10
"4445","110816","B06","0.737","A2731","V",10
"4446","111832","B06","0.734","A2731","V",10
"4447","112849","B06","0.739","A2731","V",10
"4448","113866","B06","0.742","A2731","V",10
"4449","114882","B06","0.742","A2731","V",10
"4450","115899","B06","0.739","A2731","V",10
"4451","116916","B06","0.737","A2731","V",10
"4452","117933","B06","0.733","A2731","V",10
"4453","118949","B06","0.733","A2731","V",10
"4454","119966","B06","0.731","A2731","V",10
"4455","120982","B06","0.732","A2731","V",10
"4456","121999","B06","0.732","A2731","V",10
"4457","123015","B06","0.726","A2731","V",10
"4458","124032","B06","0.732","A2731","V",10
"4459","125049","B06","0.731","A2731","V",10
"4460","126066","B06","0.733","A2731","V",10
"4461","127082","B06","0.732","A2731","V",10
"4462","128099","B06","0.734","A2731","V",10
"4463","129116","B06","0.732","A2731","V",10
"4464","130133","B06","0.734","A2731","V",10
"4465","131150","B06","0.733","A2731","V",10
"4466","132167","B06","0.728","A2731","V",10
"4467","133184","B06","0.724","A2731","V",10
"4468","134201","B06","0.723","A2731","V",10
"4469","135217","B06","0.720","A2731","V",10
"4470","136234","B06","0.725","A2731","V",10
"4471","137250","B06","0.724","A2731","V",10
"4472","138267","B06","0.723","A2731","V",10
"4473","139284","B06","0.723","A2731","V",10
"4474","140300","B06","0.718","A2731","V",10
"4475","141317","B06","0.716","A2731","V",10
"4476","142333","B06","0.713","A2731","V",10
"4477","143350","B06","0.712","A2731","V",10
"4478","144368","B06","0.708","A2731","V",10
"4479","145385","B06","0.708","A2731","V",10
"4480","146402","B06","0.710","A2731","V",10
"4481","147418","B06","0.709","A2731","V",10
"4482","148435","B06","0.708","A2731","V",10
"4483","149451","B06","0.709","A2731","V",10
"4484","150468","B06","0.706","A2731","V",10
"4485","151484","B06","0.699","A2731","V",10
"4486","152501","B06","0.700","A2731","V",10
"4487","153518","B06","0.702","A2731","V",10
"4488","154534","B06","0.698","A2731","V",10
"4489","155551","B06","0.694","A2731","V",10
"4490","156568","B06","0.691","A2731","V",10
"4491","157585","B06","0.688","A2731","V",10
"4492","158601","B06","0.686","A2731","V",10
"4493","159617","B06","0.683","A2731","V",10
"4494","160635","B06","0.682","A2731","V",10
"4495","161652","B06","0.677","A2731","V",10
"4496","162668","B06","0.679","A2731","V",10
"4497","163685","B06","0.673","A2731","V",10
"4498","164701","B06","0.675","A2731","V",10
"4499","165719","B06","0.674","A2731","V",10
"4500","166735","B06","0.677","A2731","V",10
"4501","167753","B06","0.671","A2731","V",10
"4502","168770","B06","0.668","A2731","V",10
"4503","169786","B06","0.668","A2731","V",10
"4504","170802","B06","0.666","A2731","V",10
"4505","171820","B06","0.663","A2731","V",10
"4506","172837","B06","0.668","A2731","V",10
"4507","173853","B06","0.668","A2731","V",10
"4508","174870","B06","0.664","A2731","V",10
"4509","175887","B06","0.664","A2731","V",10
"4510","176904","B06","0.656","A2731","V",10
"4511","177921","B06","0.656","A2731","V",10
"4512","178938","B06","0.652","A2731","V",10
"4513","179955","B06","0.648","A2731","V",10
"4514","180972","B06","0.644","A2731","V",10
"4515","181989","B06","0.648","A2731","V",10
"4516","183006","B06","0.647","A2731","V",10
"4517","184023","B06","0.641","A2731","V",10
"4518","185039","B06","0.645","A2731","V",10
"4519","186056","B06","0.643","A2731","V",10
"4520","187073","B06","0.642","A2731","V",10
"4521","188090","B06","0.639","A2731","V",10
"4522","189107","B06","0.633","A2731","V",10
"4523","190124","B06","0.636","A2731","V",10
"4524","191141","B06","0.642","A2731","V",10
"4525","192158","B06","0.637","A2731","V",10
"4526","193174","B06","0.632","A2731","V",10
"4527","194191","B06","0.632","A2731","V",10
"4528","195207","B06","0.625","A2731","V",10
"4529","196224","B06","0.628","A2731","V",10
"4530","197240","B06","0.627","A2731","V",10
"4531","198257","B06","0.625","A2731","V",10
"4532","199274","B06","0.624","A2731","V",10
"4533","200291","B06","0.623","A2731","V",10
"4534","201308","B06","0.615","A2731","V",10
"4535","202324","B06","0.618","A2731","V",10
"4536","203341","B06","0.617","A2731","V",10
"4537","204358","B06","0.614","A2731","V",10
"4538","205374","B06","0.613","A2731","V",10
"4539","206391","B06","0.612","A2731","V",10
"4540","207408","B06","0.609","A2731","V",10
"4541","208425","B06","0.608","A2731","V",10
"4542","209442","B06","0.608","A2731","V",10
"4543","210459","B06","0.606","A2731","V",10
"4544","211476","B06","0.605","A2731","V",10
"4545","212493","B06","0.603","A2731","V",10
"4546","213510","B06","0.598","A2731","V",10
"4547","214527","B06","0.598","A2731","V",10
"4548","215544","B06","0.598","A2731","V",10
"4549","216561","B06","0.594","A2731","V",10
"4550","217577","B06","0.595","A2731","V",10
"4551","218594","B06","0.595","A2731","V",10
"4552","219611","B06","0.594","A2731","V",10
"4553","220628","B06","0.592","A2731","V",10
"4554","221644","B06","0.591","A2731","V",10
"4555","222661","B06","0.589","A2731","V",10
"4556","223678","B06","0.595","A2731","V",10
"4557","224695","B06","0.590","A2731","V",10
"4558","225712","B06","0.588","A2731","V",10
"4559","226728","B06","0.586","A2731","V",10
"4560","227745","B06","0.586","A2731","V",10
"4561","228761","B06","0.592","A2731","V",10
"4562","229779","B06","0.592","A2731","V",10
"4563","230795","B06","0.589","A2731","V",10
"4564","231812","B06","0.586","A2731","V",10
"4565","232830","B06","0.586","A2731","V",10
"4566","233847","B06","0.582","A2731","V",10
"4567","234863","B06","0.579","A2731","V",10
"4568","235880","B06","0.583","A2731","V",10
"4569","236897","B06","0.585","A2731","V",10
"4570","237914","B06","0.581","A2731","V",10
"4571","238931","B06","0.583","A2731","V",10
"4572","239948","B06","0.576","A2731","V",10
"4573","240965","B06","0.573","A2731","V",10
"4574","241981","B06","0.573","A2731","V",10
"4575","242998","B06","0.573","A2731","V",10
"4576","244014","B06","0.569","A2731","V",10
"4577","245031","B06","0.575","A2731","V",10
"4578","246048","B06","0.570","A2731","V",10
"4579","247065","B06","0.571","A2731","V",10
"4580","248081","B06","0.569","A2731","V",10
"4581","249098","B06","0.567","A2731","V",10
"4582","250115","B06","0.566","A2731","V",10
"4583","251131","B06","0.564","A2731","V",10
"4584","252148","B06","0.566","A2731","V",10
"4585","253165","B06","0.565","A2731","V",10
"4586","254182","B06","0.559","A2731","V",10
"4587","255198","B06","0.562","A2731","V",10
"4588","256215","B06","0.563","A2731","V",10
"4589","257231","B06","0.562","A2731","V",10
"4590","258248","B06","0.569","A2731","V",10
"4591","0","B07","0.007","A2731","V",10
"4592","1017","B07","0.007","A2731","V",10
"4593","2034","B07","0.008","A2731","V",10
"4594","3050","B07","0.008","A2731","V",10
"4595","4067","B07","0.009","A2731","V",10
"4596","5083","B07","0.009","A2731","V",10
"4597","6099","B07","0.009","A2731","V",10
"4598","7116","B07","0.012","A2731","V",10
"4599","8133","B07","0.013","A2731","V",10
"4600","9150","B07","0.014","A2731","V",10
"4601","10166","B07","0.018","A2731","V",10
"4602","11183","B07","0.020","A2731","V",10
"4603","12200","B07","0.023","A2731","V",10
"4604","13216","B07","0.030","A2731","V",10
"4605","14232","B07","0.037","A2731","V",10
"4606","15249","B07","0.044","A2731","V",10
"4607","16265","B07","0.052","A2731","V",10
"4608","17282","B07","0.067","A2731","V",10
"4609","18299","B07","0.081","A2731","V",10
"4610","19315","B07","0.100","A2731","V",10
"4611","20332","B07","0.122","A2731","V",10
"4612","21348","B07","0.148","A2731","V",10
"4613","22365","B07","0.178","A2731","V",10
"4614","23382","B07","0.214","A2731","V",10
"4615","24399","B07","0.246","A2731","V",10
"4616","25415","B07","0.288","A2731","V",10
"4617","26432","B07","0.328","A2731","V",10
"4618","27449","B07","0.368","A2731","V",10
"4619","28465","B07","0.411","A2731","V",10
"4620","29482","B07","0.445","A2731","V",10
"4621","30498","B07","0.462","A2731","V",10
"4622","31515","B07","0.484","A2731","V",10
"4623","32532","B07","0.496","A2731","V",10
"4624","33548","B07","0.505","A2731","V",10
"4625","34564","B07","0.526","A2731","V",10
"4626","35581","B07","0.533","A2731","V",10
"4627","36597","B07","0.562","A2731","V",10
"4628","37614","B07","0.570","A2731","V",10
"4629","38631","B07","0.570","A2731","V",10
"4630","39647","B07","0.586","A2731","V",10
"4631","40664","B07","0.597","A2731","V",10
"4632","41681","B07","0.607","A2731","V",10
"4633","42698","B07","0.615","A2731","V",10
"4634","43714","B07","0.603","A2731","V",10
"4635","44731","B07","0.585","A2731","V",10
"4636","45747","B07","0.595","A2731","V",10
"4637","46764","B07","0.622","A2731","V",10
"4638","47780","B07","0.628","A2731","V",10
"4639","48798","B07","0.630","A2731","V",10
"4640","49814","B07","0.639","A2731","V",10
"4641","50831","B07","0.641","A2731","V",10
"4642","51848","B07","0.648","A2731","V",10
"4643","52864","B07","0.656","A2731","V",10
"4644","53881","B07","0.658","A2731","V",10
"4645","54898","B07","0.661","A2731","V",10
"4646","55915","B07","0.661","A2731","V",10
"4647","56931","B07","0.677","A2731","V",10
"4648","57948","B07","0.685","A2731","V",10
"4649","58964","B07","0.680","A2731","V",10
"4650","59981","B07","0.688","A2731","V",10
"4651","60998","B07","0.692","A2731","V",10
"4652","62014","B07","0.684","A2731","V",10
"4653","63031","B07","0.680","A2731","V",10
"4654","64047","B07","0.684","A2731","V",10
"4655","65064","B07","0.678","A2731","V",10
"4656","66080","B07","0.681","A2731","V",10
"4657","67097","B07","0.687","A2731","V",10
"4658","68114","B07","0.683","A2731","V",10
"4659","69131","B07","0.684","A2731","V",10
"4660","70148","B07","0.683","A2731","V",10
"4661","71165","B07","0.688","A2731","V",10
"4662","72182","B07","0.690","A2731","V",10
"4663","73199","B07","0.693","A2731","V",10
"4664","74215","B07","0.702","A2731","V",10
"4665","75232","B07","0.694","A2731","V",10
"4666","76248","B07","0.700","A2731","V",10
"4667","77265","B07","0.707","A2731","V",10
"4668","78282","B07","0.693","A2731","V",10
"4669","79299","B07","0.691","A2731","V",10
"4670","80316","B07","0.693","A2731","V",10
"4671","81332","B07","0.689","A2731","V",10
"4672","82349","B07","0.702","A2731","V",10
"4673","83366","B07","0.707","A2731","V",10
"4674","84382","B07","0.709","A2731","V",10
"4675","85399","B07","0.713","A2731","V",10
"4676","86416","B07","0.704","A2731","V",10
"4677","87433","B07","0.704","A2731","V",10
"4678","88450","B07","0.710","A2731","V",10
"4679","89466","B07","0.714","A2731","V",10
"4680","90483","B07","0.713","A2731","V",10
"4681","91500","B07","0.714","A2731","V",10
"4682","92516","B07","0.716","A2731","V",10
"4683","93533","B07","0.717","A2731","V",10
"4684","94550","B07","0.714","A2731","V",10
"4685","95566","B07","0.713","A2731","V",10
"4686","96583","B07","0.708","A2731","V",10
"4687","97600","B07","0.707","A2731","V",10
"4688","98616","B07","0.706","A2731","V",10
"4689","99633","B07","0.709","A2731","V",10
"4690","100650","B07","0.711","A2731","V",10
"4691","101666","B07","0.715","A2731","V",10
"4692","102683","B07","0.719","A2731","V",10
"4693","103699","B07","0.716","A2731","V",10
"4694","104716","B07","0.717","A2731","V",10
"4695","105733","B07","0.717","A2731","V",10
"4696","106749","B07","0.717","A2731","V",10
"4697","107766","B07","0.712","A2731","V",10
"4698","108783","B07","0.715","A2731","V",10
"4699","109799","B07","0.712","A2731","V",10
"4700","110816","B07","0.713","A2731","V",10
"4701","111832","B07","0.709","A2731","V",10
"4702","112849","B07","0.711","A2731","V",10
"4703","113866","B07","0.713","A2731","V",10
"4704","114882","B07","0.713","A2731","V",10
"4705","115899","B07","0.712","A2731","V",10
"4706","116916","B07","0.710","A2731","V",10
"4707","117933","B07","0.705","A2731","V",10
"4708","118949","B07","0.705","A2731","V",10
"4709","119966","B07","0.702","A2731","V",10
"4710","120982","B07","0.702","A2731","V",10
"4711","121999","B07","0.700","A2731","V",10
"4712","123015","B07","0.696","A2731","V",10
"4713","124032","B07","0.701","A2731","V",10
"4714","125049","B07","0.699","A2731","V",10
"4715","126066","B07","0.700","A2731","V",10
"4716","127082","B07","0.700","A2731","V",10
"4717","128099","B07","0.702","A2731","V",10
"4718","129116","B07","0.700","A2731","V",10
"4719","130133","B07","0.701","A2731","V",10
"4720","131150","B07","0.701","A2731","V",10
"4721","132167","B07","0.697","A2731","V",10
"4722","133184","B07","0.695","A2731","V",10
"4723","134201","B07","0.693","A2731","V",10
"4724","135217","B07","0.690","A2731","V",10
"4725","136234","B07","0.693","A2731","V",10
"4726","137250","B07","0.692","A2731","V",10
"4727","138267","B07","0.690","A2731","V",10
"4728","139284","B07","0.691","A2731","V",10
"4729","140300","B07","0.687","A2731","V",10
"4730","141317","B07","0.685","A2731","V",10
"4731","142333","B07","0.682","A2731","V",10
"4732","143350","B07","0.681","A2731","V",10
"4733","144368","B07","0.677","A2731","V",10
"4734","145385","B07","0.676","A2731","V",10
"4735","146402","B07","0.679","A2731","V",10
"4736","147418","B07","0.678","A2731","V",10
"4737","148435","B07","0.677","A2731","V",10
"4738","149451","B07","0.679","A2731","V",10
"4739","150468","B07","0.674","A2731","V",10
"4740","151484","B07","0.668","A2731","V",10
"4741","152501","B07","0.670","A2731","V",10
"4742","153518","B07","0.673","A2731","V",10
"4743","154534","B07","0.667","A2731","V",10
"4744","155551","B07","0.664","A2731","V",10
"4745","156568","B07","0.660","A2731","V",10
"4746","157585","B07","0.657","A2731","V",10
"4747","158601","B07","0.654","A2731","V",10
"4748","159617","B07","0.651","A2731","V",10
"4749","160635","B07","0.651","A2731","V",10
"4750","161652","B07","0.645","A2731","V",10
"4751","162668","B07","0.648","A2731","V",10
"4752","163685","B07","0.641","A2731","V",10
"4753","164701","B07","0.644","A2731","V",10
"4754","165719","B07","0.642","A2731","V",10
"4755","166735","B07","0.647","A2731","V",10
"4756","167753","B07","0.641","A2731","V",10
"4757","168770","B07","0.638","A2731","V",10
"4758","169786","B07","0.639","A2731","V",10
"4759","170802","B07","0.637","A2731","V",10
"4760","171820","B07","0.634","A2731","V",10
"4761","172837","B07","0.640","A2731","V",10
"4762","173853","B07","0.641","A2731","V",10
"4763","174870","B07","0.638","A2731","V",10
"4764","175887","B07","0.638","A2731","V",10
"4765","176904","B07","0.631","A2731","V",10
"4766","177921","B07","0.631","A2731","V",10
"4767","178938","B07","0.627","A2731","V",10
"4768","179955","B07","0.622","A2731","V",10
"4769","180972","B07","0.620","A2731","V",10
"4770","181989","B07","0.623","A2731","V",10
"4771","183006","B07","0.622","A2731","V",10
"4772","184023","B07","0.618","A2731","V",10
"4773","185039","B07","0.621","A2731","V",10
"4774","186056","B07","0.620","A2731","V",10
"4775","187073","B07","0.617","A2731","V",10
"4776","188090","B07","0.615","A2731","V",10
"4777","189107","B07","0.609","A2731","V",10
"4778","190124","B07","0.612","A2731","V",10
"4779","191141","B07","0.618","A2731","V",10
"4780","192158","B07","0.614","A2731","V",10
"4781","193174","B07","0.606","A2731","V",10
"4782","194191","B07","0.610","A2731","V",10
"4783","195207","B07","0.601","A2731","V",10
"4784","196224","B07","0.604","A2731","V",10
"4785","197240","B07","0.604","A2731","V",10
"4786","198257","B07","0.602","A2731","V",10
"4787","199274","B07","0.601","A2731","V",10
"4788","200291","B07","0.599","A2731","V",10
"4789","201308","B07","0.589","A2731","V",10
"4790","202324","B07","0.594","A2731","V",10
"4791","203341","B07","0.593","A2731","V",10
"4792","204358","B07","0.588","A2731","V",10
"4793","205374","B07","0.589","A2731","V",10
"4794","206391","B07","0.588","A2731","V",10
"4795","207408","B07","0.584","A2731","V",10
"4796","208425","B07","0.583","A2731","V",10
"4797","209442","B07","0.581","A2731","V",10
"4798","210459","B07","0.578","A2731","V",10
"4799","211476","B07","0.577","A2731","V",10
"4800","212493","B07","0.577","A2731","V",10
"4801","213510","B07","0.570","A2731","V",10
"4802","214527","B07","0.570","A2731","V",10
"4803","215544","B07","0.573","A2731","V",10
"4804","216561","B07","0.566","A2731","V",10
"4805","217577","B07","0.567","A2731","V",10
"4806","218594","B07","0.567","A2731","V",10
"4807","219611","B07","0.569","A2731","V",10
"4808","220628","B07","0.565","A2731","V",10
