"","id","TestId","AddId","concentration","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"738","20160519_results","I2746","III",3,TRUE,"logistic",FALSE,FALSE,100,4.7984480272934e-06,6747.14919955177,0.0857778718696321,20963.4321305871,4.45833416512367e-06,9525.44882521423,0.00507786004155261,-2.53551167433504e-06,1.21324077289218e-05,-8922.21411792563,22416.5125170292,0.077424792101278,0.0941309516379861,-3.939886936349e-06,1.35367829909358e-05,-11922.7304978681,25417.0288969716,0.0758252661881889,0.0957304775510752,2.29189420840093e-05,33882.0519837127,0.345825723019445,21027.2992803857,2.33096839105088e-05,40728.9441116571,0.3454916373002,20989.176608405,2.23588200783163e-06,4076.49619608042,0.00219643196241806,84.1936454717469,1.96316580076257e-05,2.69877098133918e-05,34023.1078691049,47434.7803542094,0.341878506722022,0.349104767878378,20850.678061604,21127.6751552061,1.89273551751588e-05,2.76920126458588e-05,32739.0115673395,48718.8766559748,0.34118663065386,0.349796643946539,20824.1570632804,21154.1961535297
"739","20160519_results","I2746","III",5,TRUE,"logistic",FALSE,FALSE,100,5.00397095824126e-06,16097.7804341123,0.0850038087685206,20027.2963233257,5.41348349005066e-06,10539.6622755029,0.00589299108205266,-3.90120938289208e-06,1.39091512993746e-05,-1239.96400908988,33435.5248773145,0.075309838438544,0.0946977790984972,-5.60645668225804e-06,1.56143985987406e-05,-4559.95762587328,36755.5184940979,0.0734535462476974,0.0965540712893438,3.14888332498681e-05,40409.9616504572,0.358169763649206,20160.4874792884,3.28823113620627e-05,44570.0471223275,0.358293126286182,20145.4210150869,4.66533944360873e-06,3329.52290749559,0.0068655465899974,91.6225664585376,2.52078279773263e-05,4.05567947467991e-05,39092.9819394973,50047.1123051578,0.346999302145636,0.369586950426728,19994.7018932626,20296.1401369112,2.37382460525896e-05,4.20263766715358e-05,38044.1822236362,51095.9120210189,0.344836654969787,0.371749597602577,19965.8407848282,20325.0012453456
"740","20160519_results","I2746","III",7,TRUE,"logistic",FALSE,FALSE,100,8.84453717228356e-06,30954.3605111559,0.14542639203528,32144.0363771276,4.54692973348281e-06,4847.47827220562,0.00487262922690451,1.36483776070434e-06,1.63242365838628e-05,22980.2587533777,38928.4622689342,0.137410916957022,0.153441867113538,-6.74451053427468e-08,1.77565194499099e-05,21453.3030976329,40455.4179246789,0.135876038750547,0.154976745320013,1.62970405433352e-05,42028.1147648206,0.331091636997001,32472.2470651963,1.77601760053381e-05,47509.7283874155,0.331458943154558,32449.7722593216,2.78327419735015e-06,5510.36834452603,0.00200128397672586,94.4421648542932,1.31816899506971e-05,2.23386620599791e-05,38445.1724606702,56574.2843141609,0.328166831012844,0.334751055296272,32294.4148981363,32605.1296205069,1.23049585785318e-05,2.32153934321444e-05,36709.4064321445,58310.0503426866,0.327536426560176,0.335381459748941,32264.6656162072,32634.878902436
"741","20160519_results","I2746","III",10,TRUE,"logistic",FALSE,FALSE,100,4.51319403337579e-06,47036.8836563271,0.118676100625496,23738.0394956192,1.3402799986107e-06,4467.97259572826,0.00313200868035364,2.30843343566119e-06,6.71795463109039e-06,39687.0687363542,54386.6985763001,0.113523946346314,0.123828254904677,1.88624523609882e-06,7.14014283065276e-06,38279.6573686998,55794.1099439545,0.112537363612002,0.124814837638989,1.59895155168783e-05,76816.2203151303,0.252469902362118,24207.6373931463,1.87043243398695e-05,93078.9235465086,0.255478265827392,24181.669298772,5.46345354521617e-06,39117.3556582797,0.00582505280491316,117.801886353176,9.71694325798895e-06,2.76917054217501e-05,28730.8734886385,157426.973604379,0.24589605396331,0.265060477691474,23987.885195721,24375.453401823,7.99595539124586e-06,2.94126932884932e-05,16408.9064562804,169748.940636737,0.244061162329762,0.266895369325022,23950.7776015198,24412.5609960242
"742","20160519_results","I2746","III",14,TRUE,"logistic",FALSE,FALSE,100,5.93561064750696e-07,65144.1232119576,0.0676595118560936,9330.52916994038,2.84150114106978e-08,2941.58469957691,0.00113546313891693,5.46818370980098e-07,6.40303758521294e-07,60305.2163811536,69983.0300427616,0.0657916749925752,0.0695273487196119,5.37867642385729e-07,6.49254487115664e-07,59378.6172007869,70909.6292231284,0.0654340041038164,0.0698850196083707,1.89032866947026e-06,169632.535032504,0.076584076351749,9784.97358219927,2.18932067261638e-06,186323.431890767,0.0765893781459733,9745.85806825835,6.35785719827663e-07,25158.8689810821,0.0016562515218634,56.6221178422329,1.14345316349988e-06,3.23518818173289e-06,144937.092416887,227709.771364647,0.073864844392508,0.0793139118994386,9652.71468440788,9839.00145210882,9.43180661754166e-07,3.4354606834786e-06,137012.048687847,235634.815093688,0.073343125163121,0.0798356311288256,9634.87871728757,9856.83741922913
"743","20160519_results","I2746","III",20,FALSE,"logistic",FALSE,FALSE,100,6.80594984148345e-07,6321.53850017412,0.00342630077511288,843.854918913198,8.55305941427449e-07,3634.75027211859,0.000154876800136578,-7.26383289499808e-07,2.0875732577965e-06,342.374302539035,12300.7026978092,0.00317152843888821,0.00368107311133755,-9.95804661049455e-07,2.35699462934614e-06,-802.57203317832,13445.6490335266,0.00312274224684519,0.00372985930338058,2.33915988830786e-07,23.5342499064031,0.00656174537541171,736.947942114116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","20160519_results","I2746","III",25,FALSE,"gompertz",FALSE,FALSE,100,1.33616050301116e-06,-5707.88769953901,0.00928632712480093,2409.93636300063,2.07392232736984e-06,10658.8353649659,0.000155114060186247,-2.07544172551222e-06,4.74776273153454e-06,-23241.6718749079,11825.8964758299,0.00903116449579455,0.00954148975380731,-2.72872725863372e-06,5.40104826465604e-06,-26599.2050148721,15183.4296157941,0.00898230356683589,0.00959035068276597,2.07188887108121e-07,-36385.8070949836,0.013018673851677,2411.29618938382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","20160519_results","I2716","III",7,TRUE,"logistic",FALSE,FALSE,100,6.82642523577688e-06,19716.4871444039,0.0968049113903127,22594.2871760644,6.54788674049554e-06,7804.50701868899,0.00543734049859518,-3.94484845233828e-06,1.7597698923892e-05,6878.07309866054,32554.9011901473,0.0878604862701236,0.105749336510502,-6.00743277559438e-06,1.96602832471481e-05,4419.65338777351,35013.3209010344,0.0861477240130661,0.107462098767559,2.55772744223209e-05,37208.0976812399,0.323692247603459,22756.0626393163,2.71345251746196e-05,41982.2336206795,0.324269451956287,22739.8131253769,2.93353055918554e-06,3474.27623157294,0.00236314709200387,103.295577249243,2.23088674047594e-05,3.19601829444798e-05,36267.049219742,47697.418021617,0.320382074989941,0.328156828922633,22569.8919008019,22909.7343499519,2.13848052786159e-05,3.28842450706233e-05,35172.6522067965,48791.8150345625,0.319637683655959,0.328901220256615,22537.3537939684,22942.2724567854
"746","20160519_results","I2716","III",7,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77203234417005e-05,33693.0899080123,0.36117819260835,20489.2632558252,1.75670965764584e-05,44627.8675732302,0.357241772709233,20472.6028484653,2.25558556481982e-06,13712.8395032452,0.00611838528401457,58.5053540234829,1.38566583223298e-05,2.1277534830587e-05,22070.2465903918,67185.4885560686,0.347177028917029,0.367306516501437,20376.3615410966,20568.8441558339,1.31461488694116e-05,2.19880442835053e-05,17750.7021468696,71505.0329995908,0.345249737552564,0.369233807865901,20357.9323545793,20587.2733423513
"747","20160519_results","I2716","III",7,TRUE,"logistic",FALSE,FALSE,100,5.52914615338802e-06,16526.1302863399,0.0781405661360021,18489.0201269099,7.62904680085833e-06,11188.8564136905,0.00625671956693133,-7.02063583402393e-06,1.80789281408e-05,-1879.53851418102,34931.7990868608,0.0678482624484,0.0884328698236041,-9.4237855762943e-06,2.04820778830703e-05,-5404.02828449353,38456.2888571733,0.0658773957848167,0.0904037364871875,1.81333402003606e-05,34398.7466116048,0.356806076014493,18622.7581281931,2.18123779314825e-05,44898.9073140033,0.358919703592106,18610.7413239682,5.014045770719e-06,24907.8292058684,0.00510824948365493,93.4323718196645,1.35642726386497e-05,3.00604832243152e-05,3925.52827034974,85872.2863576569,0.350516633191494,0.367322773992719,18457.0450723249,18764.4375756116,1.19848482208733e-05,3.16399076420917e-05,-3920.43792949882,93718.2525575055,0.348907534604143,0.36893187258007,18427.6138752017,18793.8687727348
"748","20160519_results","I2746","III",0,TRUE,"logistic",FALSE,FALSE,100,9.04567830287046e-06,10086.5451382875,0.157091340584503,37919.03682537,3.42675402911596e-06,3772.57109674765,0.00379565770774026,3.40866792497471e-06,1.46826886807662e-05,3880.66568413764,16292.4245924374,0.150847483655271,0.163335197513736,2.32924040580318e-06,1.57621161999377e-05,2692.30578866213,17480.7844879129,0.149651851477333,0.164530829691674,3.35152633691548e-05,27400.676442463,0.329020607902915,38073.8158277065,3.31279082668581e-05,29315.2621750223,0.328459400479154,37976.0136913821,3.22740063372166e-06,2526.00150291862,0.00131850606095871,159.946209371265,2.7818834224386e-05,3.84369823093302e-05,25159.9897027212,33470.5346473235,0.326290458008877,0.330628342949431,37712.9021769663,38239.1252057978,2.68022030247637e-05,3.94536135089525e-05,24364.2992293018,34266.2251207428,0.325875128599675,0.331043672358633,37662.5191210144,38289.5082617498
"749","20160519_results","I2746","III",1,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49364728697743e-05,28971.6465005666,0.303255486227484,17548.7786872225,2.37430283491479e-05,33759.2109895513,0.302815067557691,17531.8623272388,2.29879972004704e-06,2967.63493408212,0.00223391898976259,43.3058804871223,1.99615028096705e-05,2.75245538886253e-05,28877.4515229863,38640.9704561164,0.299140270819531,0.30648986429585,17460.6241538375,17603.1005006401,1.92373808978557e-05,2.82486758004401e-05,27942.6465187504,39575.7754603523,0.298436586337756,0.307193548777625,17446.982801484,17616.7418529936
"750","20160519_results","I2746","III",3,TRUE,"logistic",FALSE,FALSE,100,4.97033375856768e-06,7235.60711993731,0.103514190169933,25090.5370452962,3.38478528817492e-06,8131.14185083522,0.00487992468943613,-5.97638040480067e-07,1.05383055576154e-05,-6140.12122468663,20611.3354645612,0.0954867140558102,0.111541666284055,-1.66384540625517e-06,1.16045129233905e-05,-8701.43090769973,23172.6451475743,0.0939495377786378,0.113078842561227,2.5965564234233e-05,35415.0569991586,0.34879814409043,25168.2774090718,2.41009291007298e-05,40550.8309070718,0.348226495526204,25097.7600740176,3.1878921454838e-06,2973.86040036655,0.00333555678270339,103.848260665712,1.88568465214089e-05,2.93450116800506e-05,35658.8305484689,45442.8312656748,0.342739504618657,0.353713486433751,24926.9296852225,25268.5904628127,1.78526604955815e-05,3.0349197705878e-05,34722.0645223534,46379.5972917903,0.341688804232106,0.354764186820303,24894.2174831128,25301.3026649224
"751","20160519_results","I2746","III",5,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22312490692541e-05,36605.3741141818,0.366897658465751,23511.3108491087,2.32396324756233e-05,43716.4757533071,0.36742464392973,23488.0037048558,2.91205011155863e-06,4073.07478900547,0.00216002027667846,64.7159005216509,1.84493100421093e-05,2.80299549091372e-05,37016.2677253931,50416.6837812211,0.363871410574594,0.370977877284866,23381.5460484977,23594.4613612139,1.75320142569683e-05,2.89472506942782e-05,35733.2491668564,51699.7023397578,0.36319100418744,0.37165828367202,23361.1605398333,23614.8468698782
"752","20160519_results","I2746","III",7,TRUE,"logistic",FALSE,FALSE,100,1.08017158359506e-05,31834.2665326983,0.181604910254256,39947.2858426611,3.86650531981235e-06,3450.89552115582,0.00429831526948818,4.44131458485929e-06,1.71621170870419e-05,26157.543400397,37510.9896649997,0.174534181635948,0.188675638872564,3.2233654091184e-06,1.83800662627828e-05,25070.5113112329,38598.0217541637,0.173180212326059,0.190029608182453,1.50032054585999e-05,38516.6048191546,0.336344171331144,40386.4123407183,1.67898102463525e-05,42393.7307326852,0.337899397070663,40335.5011782856,1.48456944588048e-06,5525.79984713636,0.00194135035706666,122.104678634845,1.43476935078791e-05,1.92319269848259e-05,33303.7899841458,51483.6714812245,0.334705875733289,0.341092918408038,40134.6389819313,40536.3633746399,1.38800541324267e-05,1.96995663602782e-05,31563.1630322979,53224.2984330724,0.334094350370813,0.341704443770514,40096.1760081613,40574.8263484099
"753","20160519_results","I2746","III",10,TRUE,"logistic",FALSE,FALSE,100,5.21282064219517e-06,39163.4461690554,0.117384859286621,24625.6205841304,2.09848832082171e-06,5191.96810404725,0.00375367459196084,1.76080735444346e-06,8.66483392994688e-06,30622.6586378977,47704.2337002131,0.111210064582845,0.123559653990396,1.09978353338462e-06,9.32585775100571e-06,28987.1886851228,49339.703652988,0.110027657086377,0.124742061486864,1.0882556226954e-05,59895.1714001271,0.249660865402486,25103.0344000559,1.18436163064031e-05,74889.9995254811,0.249675559532355,25060.2592012548,2.0596377327747e-06,30211.7098052556,0.00100946646035034,90.4192345706938,8.45551223598873e-06,1.52317203768175e-05,25191.7368958356,124588.262155127,0.248014987205079,0.251336131859632,24911.519560386,25208.9988421236,7.8067263501647e-06,1.58805062626415e-05,15675.0483071801,134104.950743782,0.247697005270069,0.251654113794642,24883.0375014963,25237.4809010134
"754","20160519_results","I2746","III",14,TRUE,"gompertz",FALSE,FALSE,100,1.07758186869538e-06,75696.720746066,0.0587366192540402,8980.30064979899,1.06486465566823e-07,2847.96043896474,0.00102957672211132,9.0241163283796e-07,1.25275210455281e-06,71011.825823969,80381.615668163,0.0570429655461671,0.0604302729619133,8.6886839618441e-07,1.28629534120636e-06,70114.7182856952,81278.7232064369,0.056718648878702,0.0607545896293784,1.14219399198781e-06,87879.3965227722,0.0711148125416662,9784.14896294407,1.34641697681447e-06,108031.267554118,0.0713810557990339,9759.8593092461,3.92130653077047e-07,27373.7848538368,0.000303823947480945,36.349857901705,7.01362052502729e-07,1.99147190112621e-06,63001.3914695562,153061.143638679,0.0708812654054278,0.0718808461926401,9700.06379299779,9819.6548254944,5.77840896783459e-07,2.11499305684548e-06,54378.6492405976,161683.885867638,0.0707855608619713,0.0719765507360966,9688.61358775876,9831.10503073344
"755","20160519_results","I2746","III",20,FALSE,"logistic",FALSE,FALSE,100,2.90591657739397e-07,-5686.55089764607,0.00321313712788531,699.547516415875,4.98114630396384e-07,13708.8507333599,0.000149641922024589,-5.28806909262655e-07,1.10999022474145e-06,-28237.6103540232,16864.508558731,0.00296697616615486,0.00345929808961576,-6.85713017837515e-07,1.26689633331631e-06,-32555.8983350315,21182.7965397394,0.00291983896071712,0.00350643529505351,1.62038400406378e-07,-11173.7990173831,0.00552886575521683,610.1477355482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","20160519_results","I2746","III",25,FALSE,"gompertz",FALSE,FALSE,100,1.1934441712375e-06,-5740.97097354389,0.01159162490834,2996.40541747912,8.51984403934391e-07,5614.39337437762,0.000172861141324659,-2.0807017323457e-07,2.59495851570958e-06,-14976.6480743951,3494.70612730729,0.0113072683308609,0.0118759814858191,-4.76445260473903e-07,2.86333360294891e-06,-16745.181987324,5263.24004023625,0.0112528170713437,0.0119304327453363,1.06092442732588e-06,-6450.21035954638,0.0162801941606207,2999.76756420206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","20160519_results","I2716","III",10,TRUE,"logistic",FALSE,FALSE,100,6.42355394796683e-06,28664.4394698045,0.0927595604727244,20808.2059200831,4.86673692379762e-06,6276.51054902703,0.00424247256416576,-1.58222829168026e-06,1.44293361876139e-05,18339.579616655,38989.299322954,0.0857806931046717,0.0997384278407771,-3.11525042267651e-06,1.59623583186102e-05,16362.4787937115,40966.4001458975,0.0844443142469595,0.101074806698489,1.40847244431661e-05,46187.3127835502,0.302107522278181,21107.2716613299,1.65265150039422e-05,57501.0467768126,0.301725614783796,21069.0570038359,4.94469386848686e-06,7333.12868352482,0.00533619732260101,83.1465663146653,8.39249359028134e-06,2.46605364176031e-05,45438.0500924143,69564.0434612109,0.292947570188117,0.310503659379474,20932.2809022482,21205.8331054235,6.83491502170798e-06,2.62181149861765e-05,43128.114557104,71873.9789965213,0.291266668031498,0.312184561536094,20906.0897338591,21232.0242738126
"758","20160519_results","I2716","III",10,TRUE,"logistic",FALSE,FALSE,100,5.48343344749379e-06,27416.6367578202,0.0871168899222097,19588.0720675981,5.54380084368897e-06,9212.44156976911,0.0055855503064893,-3.63611894037456e-06,1.46029858353621e-05,12262.1703755501,42571.1031400904,0.0779286596680348,0.0963051201763846,-5.38241620613658e-06,1.63492831011242e-05,9360.25128107278,45473.0222345677,0.0761692113214907,0.0980645685229287,1.16335266890384e-05,43263.6312238185,0.326157491449219,19853.3987414914,1.27826972153365e-05,58351.2038952969,0.32739481152389,19839.5221320298,2.17694735797785e-06,8434.04278396503,0.0026988953340254,70.8587886002704,9.20161881146295e-06,1.63637756192101e-05,44477.2035156744,72225.2042749194,0.322955128699418,0.331834494348362,19722.9594247824,19956.0848392773,8.51588039369993e-06,1.70495140369731e-05,41820.4800387255,74881.9277518684,0.3221049766692,0.33268464637858,19700.6389063733,19978.4053576864
"759","20160519_results","I2716","III",10,TRUE,"logistic",FALSE,FALSE,100,8.46729690219485e-06,29484.2289222276,0.12869378597599,28714.8073544004,7.59312468555452e-06,7818.04271966452,0.00717808633319478,-4.02339320554234e-06,2.0957987009932e-05,16623.5486483795,42344.9091960757,0.116885833957885,0.140501737994096,-6.41522748149201e-06,2.33498212858817e-05,14160.8651916851,44807.59265277,0.114624736762928,0.142762835189052,1.58552908062925e-05,42991.0833311293,0.414123860774815,29123.0639419643,1.73137732171821e-05,55414.4948722626,0.415171798574672,29103.2255243184,1.23761629522704e-06,9161.72391012047,0.00235260972619767,107.743026298226,1.52778944115336e-05,1.93496520228306e-05,40343.4590401144,70485.5307044107,0.411301755575077,0.419041841574267,28925.9882460579,29280.462802579,1.48880452785371e-05,1.97395011558271e-05,37457.5160084264,73371.4737360987,0.410560683511325,0.41978291363802,28892.0491927739,29314.401855863
"760","20160519_results","I2746","III",0,TRUE,"logistic",FALSE,FALSE,100,9.82827095813711e-06,10569.3180080046,0.165373586875888,39884.9140537392,3.70496188635428e-06,3637.68139258361,0.00391587632813763,3.73360865508432e-06,1.59229332611899e-05,4585.33211720461,16553.3038988047,0.158931970316101,0.171815203435674,2.56654566088272e-06,1.70899962553915e-05,3439.46247854077,17699.1735374685,0.157698469272738,0.173048704479038,3.14684916925011e-05,25936.865762593,0.33621650819666,40080.078949412,3.15205298695737e-05,27614.979939795,0.335705688209335,39997.7878562687,3.16198571168455e-06,2708.74018208679,0.00179672943989297,105.403122654205,2.63190633738526e-05,3.67219963652948e-05,23159.1023402622,32070.8575393278,0.332750068280712,0.338661308137959,39824.3997195025,40171.1759930348,2.5323037874672e-05,3.77180218644754e-05,22305.8491829049,32924.1106966851,0.332184098507145,0.339227277911526,39791.1977358664,40204.3779766709
"761","20160519_results","I2746","III",1,TRUE,"logistic",FALSE,FALSE,100,5.98653330894669e-06,6179.34186232031,0.0680130820836399,16888.0395504273,8.2052224473156e-06,8937.9167971912,0.00468598809983371,-7.51105761688747e-06,1.94841242347809e-05,-8523.53126905921,20882.2149936998,0.0603046316594135,0.0757215325078664,-1.00957026877919e-05,2.20687693056853e-05,-11338.9750601744,23697.658784815,0.0588285454079659,0.077197618759314,2.41214718798468e-05,28165.4772446075,0.309277480953674,16922.6462105771,2.38936742544767e-05,33214.9808826656,0.30918434751475,16904.276498146,1.75710740214301e-06,3551.71006632933,0.0027969580366556,46.7366416628104,2.10032325779515e-05,2.6784115931002e-05,27372.4178235538,39057.5439417773,0.304583351544452,0.313785343485048,16827.3947226107,16981.1582736813,2.04497437462764e-05,2.7337604762677e-05,26253.6291526601,40176.3326126711,0.303702309762905,0.314666385266595,16812.6726804869,16995.8803158051
"762","20160519_results","I2746","III",3,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40697314527528e-05,32597.3948463292,0.347338575528055,19817.5740085509,2.54911618484363e-05,38290.0704614954,0.347602637345173,19769.1542093978,2.68608723964326e-06,4412.17249036254,0.00205802631242841,73.3290206041363,2.10725483392232e-05,2.99097753576495e-05,31032.046714849,45548.0942081418,0.344217184061228,0.350988090629118,19648.527970504,19889.7804482916,2.02264308587355e-05,3.07558928381371e-05,29642.2123803848,46937.928542606,0.343568905772813,0.351636368917533,19625.4293290137,19912.8790897819
"763","20160519_results","I2746","III",5,TRUE,"logistic",FALSE,FALSE,100,5.41539154237977e-06,11962.7041302011,0.103799299378956,24767.5179256547,4.3305458247271e-06,8786.86031614994,0.00561955068106691,-1.70835633929631e-06,1.25391394240558e-05,-2491.68108986558,26417.0893502677,0.0945551385086011,0.113043460249311,-3.07247827408534e-06,1.39032613588449e-05,-5259.54208945281,29184.950349855,0.092784980044065,0.114813618713847,1.81355128668279e-05,32960.0945294843,0.335607674559253,24946.0931252431,1.88779628673137e-05,39556.9708381718,0.336385639531189,24915.152597452,1.46936890392487e-06,4376.52739383725,0.00263243314826948,66.7155344025653,1.64608510203573e-05,2.12950747142701e-05,32357.5832753095,46756.3584010341,0.332055287002286,0.340715992060092,24805.4055433597,25024.8996515442,1.5997999815621e-05,2.17579259190065e-05,30978.9771462508,48134.9645300928,0.331226070560581,0.341545208501797,24784.3901500229,25045.915044881
"764","20160519_results","I2746","III",7,TRUE,"logistic",FALSE,FALSE,100,1.12250005727874e-05,29891.0116309944,0.172759347742318,38460.105138726,4.8100052794501e-06,3782.74081980836,0.00464062362277889,3.31254188809198e-06,1.91374592574828e-05,23668.4029824096,36113.6202795791,0.165125521882847,0.180393173601789,1.7973902250652e-06,2.06526109205096e-05,22476.83962417,37305.1836378188,0.163663725441671,0.181854970042965,2.20599423429199e-05,39366.7380574637,0.339016966033734,38897.7829215911,2.18729680782381e-05,41717.888559931,0.339768708976895,38840.8135550992,1.7992273608636e-06,4467.9267702025,0.00300070804408401,108.94723883226,1.89132390696175e-05,2.48326970868588e-05,34368.1490229479,49067.6280969141,0.334832544244377,0.344704873709414,38661.5953472202,39020.0317629783,1.83464824509455e-05,2.53994537055308e-05,32960.7520903341,50475.0250295279,0.333887321210491,0.3456500967433,38627.276966988,39054.3501432105
"765","20160519_results","I2746","III",10,TRUE,"logistic",FALSE,FALSE,100,1.05383343840974e-05,45519.5103186093,0.209489021243121,42892.8909340889,3.37692340558364e-06,3649.8320072849,0.00504793739059861,4.98329538191235e-06,1.60933733862825e-05,39515.5366666257,51523.483970593,0.201185164235586,0.217792878250655,3.9195645091535e-06,1.71571042590414e-05,38365.8395843309,52673.1810528877,0.199595063957547,0.219382978528694,1.63240656835604e-05,56574.9895325545,0.382894685086254,43574.1347370061,1.81524864596022e-05,68462.6767734761,0.384473197041208,43511.3201076057,2.73592034120604e-06,32163.4704192205,0.00256508982759649,134.386618783092,1.36518974983182e-05,2.26530754208861e-05,15553.7679338583,121371.585613094,0.380253624274811,0.388692769807604,43290.2541197075,43732.3860955039,1.27900825908383e-05,2.3514890328366e-05,5422.27475180385,131503.078795148,0.379445620979118,0.389500773103297,43247.9223347908,43774.7178804205
"766","20160519_results","I2746","III",14,TRUE,"gompertz.exp",FALSE,FALSE,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59795732295522e-06,104611.549421955,0.0927746623079962,12201.9656084338,2.3130140109725e-06,141912.32461343,0.0930867228644462,12169.0113998519,1.20009382206181e-06,48991.7641103255,0.00227787097882528,53.6531477468536,3.38859673680821e-07,4.28716834826417e-06,61320.8726519444,222503.776574915,0.0893396251042786,0.0968338206246138,12080.7519718083,12257.2708278954,-3.91698802686488e-08,4.66519790221364e-06,45888.4669571919,237936.182269668,0.0886220957459487,0.0975513499829437,12063.851230268,12274.1715694357
"767","20160519_results","I2746","III",20,FALSE,"logistic",FALSE,FALSE,100,2.32856199241323e-07,-21.5709098305119,0.00248009474931463,628.471121964427,2.48129762201671e-07,7258.0716744535,0.000127626063829826,-1.75317259580425e-07,6.41029658063072e-07,-11961.0988143065,11917.9569946455,0.00227014987431457,0.0026900396243147,-2.53478134673952e-07,7.19190533156598e-07,-14247.3913917594,14204.2495720983,0.00222994766420818,0.00273024183442109,1.38947433450691e-07,-5859.64174717789,0.0045441172710069,442.211487714482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","20160519_results","I2746","III",25,FALSE,"gompertz",FALSE,FALSE,100,1.20266169377394e-06,-6055.60275878036,0.00803946643654242,2087.61326439001,2.81129214893696e-06,16595.7787292391,0.00016207521409948,-3.42191389122736e-06,5.82723727877524e-06,-33355.6587683786,21244.4532508179,0.00777285270934877,0.00830608016373606,-4.30747091814251e-06,6.71279430569038e-06,-38583.3290680889,26472.1235505282,0.00772179901690743,0.0083571338561774,5.92612207474714e-07,-10897.9652483886,0.0120309591326567,2089.47536929186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","20160519_results","I2716","III",14,TRUE,"richards",FALSE,FALSE,100,8.89255793609156e-07,42673.3242513857,0.0923269721193718,15551.7921286041,3.74818403346301e-08,2906.50784077969,0.000934962490901543,8.27598166258689e-07,9.50913420959622e-07,37892.1188533031,47454.5296494683,0.0907889588218388,0.0938649854169049,8.15791386553281e-07,9.62720200665031e-07,36976.5688834575,48370.0796193139,0.0904944456372048,0.0941594986015389,3.45609246404903e-06,114969.195960583,0.103444690740118,15619.2214553582,5.97663787958516e-06,137561.972814085,0.105655291610526,15565.895904978,2.33848028872978e-06,16543.0654351973,0.00214458873883841,88.5129242292576,2.12983780462466e-06,9.82343795454565e-06,110348.630173185,164775.315454984,0.102127443135137,0.109183140085915,15420.2921446209,15711.4996653351,1.39321651367478e-06,1.05600592454955e-05,105137.564561098,169986.381067072,0.101451897682403,0.109858685538649,15392.4105734887,15739.3812364673
